date,currency_code,rate
2003-03-14,UAH,0.7492
2003-03-14,USD,3.999
2003-03-14,HUF,0.017625
2003-03-14,GBP,6.3856
2003-03-14,XDR,5.4579
2003-03-17,AUD,2.4153
2003-03-17,CYP,7.4544
2003-03-17,CZK,0.1375
2003-03-17,DKK,0.5856
2003-03-17,EEK,0.2781
2003-03-17,HKD,0.5161
2003-03-17,JPY,0.034189
2003-03-17,CAD,2.7398
2003-03-17,LTL,1.2605
2003-03-17,LVL,6.9529
2003-03-17,MTL,10.2761
2003-03-17,NOK,0.5563
2003-03-17,ZAR,0.4969
2003-03-17,RUB,0.1283
2003-03-17,SKK,0.1043
2003-03-17,SIT,0.018766
2003-03-17,CHF,2.9665
2003-03-17,SEK,0.4718
2003-03-17,EUR,4.3504
2003-03-17,UAH,0.7547
2003-03-17,USD,4.0265
2003-03-17,HUF,0.017765
2003-03-17,GBP,6.3635
2003-03-17,XDR,5.5301
2003-03-18,AUD,2.4032
2003-03-18,CYP,7.3841
2003-03-18,CZK,0.1367
2003-03-18,DKK,0.5808
2003-03-18,EEK,0.2757
2003-03-18,HKD,0.5216
2003-03-18,JPY,0.034276
2003-03-18,CAD,2.743
2003-03-18,LTL,1.2494
2003-03-18,LVL,6.9718
2003-03-18,MTL,10.2235
2003-03-18,NOK,0.5493
2003-03-18,ZAR,0.4956
2003-03-18,RUB,0.1295
2003-03-18,SKK,0.1033
2003-03-18,SIT,0.018594
2003-03-18,CHF,2.9344
2003-03-18,SEK,0.4684
2003-03-18,EUR,4.3138
2003-03-18,UAH,0.7617
2003-03-18,USD,4.0648
2003-03-18,HUF,0.01763
2003-03-18,GBP,6.3832
2003-03-18,XDR,5.4743
2003-03-19,AUD,2.4158
2003-03-19,CYP,7.4197
2003-03-19,CZK,0.1371
2003-03-19,DKK,0.5826
2003-03-19,EEK,0.2767
2003-03-19,HKD,0.5219
2003-03-19,JPY,0.034269
2003-03-19,CAD,2.749
2003-03-19,LTL,1.254
2003-03-19,LVL,6.9873
2003-03-19,MTL,10.2421
2003-03-19,NOK,0.5473
2003-03-19,ZAR,0.4981
2003-03-19,RUB,0.1297
2003-03-19,SKK,0.1037
2003-03-19,SIT,0.018665
2003-03-19,CHF,2.9413
2003-03-19,SEK,0.4702
2003-03-19,EUR,4.3283
2003-03-19,UAH,0.7629
2003-03-19,USD,4.0693
2003-03-19,HUF,0.017623
2003-03-19,GBP,6.3409
2003-03-19,XDR,5.5496
2003-03-20,AUD,2.4179
2003-03-20,CYP,7.3855
2003-03-20,CZK,0.1363
2003-03-20,DKK,0.5805
2003-03-20,EEK,0.2756
2003-03-20,HKD,0.521
2003-03-20,JPY,0.033861
2003-03-20,CAD,2.7484
2003-03-20,LTL,1.2492
2003-03-20,LVL,6.9639
2003-03-20,MTL,10.2165
2003-03-20,NOK,0.5466
2003-03-20,ZAR,0.497
2003-03-20,RUB,0.1295
2003-03-20,SKK,0.1029
2003-03-20,SIT,0.018584
2003-03-20,CHF,2.9308
2003-03-20,SEK,0.4695
2003-03-20,EUR,4.3124
2003-03-20,UAH,0.7616
2003-03-20,USD,4.0625
2003-03-20,HUF,0.017499
2003-03-20,GBP,6.3525
2003-03-20,XDR,5.5422
2003-03-21,AUD,2.4081
2003-03-21,CYP,7.3856
2003-03-21,CZK,0.136
2003-03-21,DKK,0.5801
2003-03-21,EEK,0.2754
2003-03-21,HKD,0.5219
2003-03-21,JPY,0.033711
2003-03-21,CAD,2.7466
2003-03-21,LTL,1.2481
2003-03-21,LVL,6.9653
2003-03-21,MTL,10.2123
2003-03-21,NOK,0.5484
2003-03-21,ZAR,0.4999
2003-03-21,RUB,0.1297
2003-03-21,SKK,0.1028
2003-03-21,SIT,0.018574
2003-03-21,CHF,2.9248
2003-03-21,SEK,0.47
2003-03-21,EUR,4.3091
2003-03-21,UAH,0.7626
2003-03-21,USD,4.0698
2003-03-21,HUF,0.017503
2003-03-21,GBP,6.3617
2003-03-21,XDR,5.526
2003-03-24,AUD,2.4189
2003-03-24,CYP,7.4254
2003-03-24,CZK,0.1367
2003-03-24,DKK,0.5835
2003-03-24,EEK,0.2769
2003-03-24,HKD,0.5222
2003-03-24,JPY,0.033789
2003-03-24,CAD,2.7456
2003-03-24,LTL,1.256
2003-03-24,LVL,6.9873
2003-03-24,MTL,10.2691
2003-03-24,NOK,0.5505
2003-03-24,ZAR,0.4975
2003-03-24,RUB,0.1298
2003-03-24,SKK,0.1037
2003-03-24,SIT,0.018705
2003-03-24,CHF,2.9393
2003-03-24,SEK,0.4714
2003-03-24,EUR,4.3346
2003-03-24,UAH,0.7632
2003-03-24,USD,4.0746
2003-03-24,HUF,0.017607
2003-03-24,GBP,6.4017
2003-03-24,XDR,5.5557
2003-03-25,AUD,2.4289
2003-03-25,CYP,7.4613
2003-03-25,CZK,0.137
2003-03-25,DKK,0.586
2003-03-25,EEK,0.2781
2003-03-25,HKD,0.5212
2003-03-25,JPY,0.033975
2003-03-25,CAD,2.7552
2003-03-25,LTL,1.2606
2003-03-25,LVL,6.9937
2003-03-25,MTL,10.2989
2003-03-25,NOK,0.5548
2003-03-25,ZAR,0.5055
2003-03-25,RUB,0.1294
2003-03-25,SKK,0.1042
2003-03-25,SIT,0.01868
2003-03-25,CHF,2.9562
2003-03-25,SEK,0.4714
2003-03-25,EUR,4.3518
2003-03-25,UAH,0.7619
2003-03-25,USD,4.0621
2003-03-25,HUF,0.017654
2003-03-25,GBP,6.4091
2003-03-25,XDR,5.5612
2003-03-26,AUD,2.4294
2003-03-26,CYP,7.4209
2003-03-26,CZK,0.1361
2003-03-26,DKK,0.5829
2003-03-26,EEK,0.2765
2003-03-26,HKD,0.5211
2003-03-26,JPY,0.033751
2003-03-26,CAD,2.7584
2003-03-26,LTL,1.2533
2003-03-26,LVL,6.967
2003-03-26,MTL,10.2549
2003-03-26,NOK,0.5554
2003-03-26,ZAR,0.5053
2003-03-26,RUB,0.1294
2003-03-26,SKK,0.104
2003-03-26,SIT,0.01868
2003-03-26,CHF,2.935
2003-03-26,SEK,0.4691
2003-03-26,EUR,4.3286
2003-03-26,UAH,0.7613
2003-03-26,USD,4.0635
2003-03-26,HUF,0.017575
2003-03-26,GBP,6.3971
2003-03-26,XDR,5.5186
2003-03-27,AUD,2.4371
2003-03-27,CYP,7.4609
2003-03-27,CZK,0.1369
2003-03-27,DKK,0.5863
2003-03-27,EEK,0.2783
2003-03-27,HKD,0.5202
2003-03-27,JPY,0.033856
2003-03-27,CAD,2.7711
2003-03-27,LTL,1.2611
2003-03-27,LVL,6.9818
2003-03-27,MTL,10.2936
2003-03-27,NOK,0.5537
2003-03-27,ZAR,0.5113
2003-03-27,RUB,0.1293
2003-03-27,SKK,0.105
2003-03-27,SIT,0.018781
2003-03-27,CHF,2.9437
2003-03-27,SEK,0.4705
2003-03-27,EUR,4.3542
2003-03-27,UAH,0.76
2003-03-27,USD,4.0571
2003-03-27,HUF,0.017673
2003-03-27,GBP,6.3868
2003-03-27,XDR,5.5486
2003-03-28,AUD,2.443
2003-03-28,CYP,7.4869
2003-03-28,CZK,0.1371
2003-03-28,DKK,0.5885
2003-03-28,EEK,0.2793
2003-03-28,HKD,0.5225
2003-03-28,JPY,0.033915
2003-03-28,CAD,2.7798
2003-03-28,LTL,1.2657
2003-03-28,LVL,7.0073
2003-03-28,MTL,10.319
2003-03-28,NOK,0.5561
2003-03-28,ZAR,0.5111
2003-03-28,RUB,0.1299
2003-03-28,SKK,0.1055
2003-03-28,SIT,0.018834
2003-03-28,CHF,2.9604
2003-03-28,SEK,0.4737
2003-03-28,EUR,4.3701
2003-03-28,UAH,0.7637
2003-03-28,USD,4.0736
2003-03-28,HUF,0.017698
2003-03-28,GBP,6.3672
2003-03-28,XDR,5.5586
2003-03-31,AUD,2.4473
2003-03-31,CYP,7.5373
2003-03-31,CZK,0.138
2003-03-31,DKK,0.5932
2003-03-31,EEK,0.2816
2003-03-31,HKD,0.5197
2003-03-31,JPY,0.034087
2003-03-31,CAD,2.7635
2003-03-31,LTL,1.2759
2003-03-31,LVL,7.0146
2003-03-31,MTL,10.3811
2003-03-31,NOK,0.5571
2003-03-31,ZAR,0.5094
2003-03-31,RUB,0.1291
2003-03-31,SKK,0.1068
2003-03-31,SIT,0.018985
2003-03-31,CHF,2.9846
2003-03-31,SEK,0.4769
2003-03-31,EUR,4.4052
2003-03-31,UAH,0.7596
2003-03-31,USD,4.0512
2003-03-31,HUF,0.017846
2003-03-31,GBP,6.3908
2003-03-31,XDR,5.5956
2003-04-01,AUD,2.4662
2003-04-01,CYP,7.6262
2003-04-01,CZK,0.139
2003-04-01,DKK,0.5995
2003-04-01,EEK,0.2845
2003-04-01,HKD,0.5234
2003-04-01,JPY,0.0346
2003-04-01,CAD,2.7808
2003-04-01,LTL,1.2891
2003-04-01,LVL,7.0748
2003-04-01,MTL,10.4847
2003-04-01,NOK,0.5628
2003-04-01,ZAR,0.5191
2003-04-01,RUB,0.1305
2003-04-01,SKK,0.1079
2003-04-01,SIT,0.019177
2003-04-01,CHF,3.0157
2003-04-01,SEK,0.4823
2003-04-01,EUR,4.4518
2003-04-01,UAH,0.7651
2003-04-01,USD,4.0823
2003-04-01,HUF,0.017986
2003-04-01,GBP,6.4528
2003-04-01,XDR,5.6135
2003-04-02,AUD,2.4517
2003-04-02,CYP,7.5665
2003-04-02,CZK,0.1381
2003-04-02,DKK,0.5946
2003-04-02,EEK,0.2822
2003-04-02,HKD,0.5225
2003-04-02,JPY,0.034309
2003-04-02,CAD,2.7594
2003-04-02,LTL,1.2788
2003-04-02,LVL,7.0349
2003-04-02,MTL,10.4109
2003-04-02,NOK,0.5626
2003-04-02,ZAR,0.5144
2003-04-02,RUB,0.1302
2003-04-02,SKK,0.1077
2003-04-02,SIT,0.019018
2003-04-02,CHF,2.9797
2003-04-02,SEK,0.4783
2003-04-02,EUR,4.4158
2003-04-02,UAH,0.7641
2003-04-02,USD,4.0746
2003-04-02,HUF,0.017832
2003-04-02,GBP,6.4053
2003-04-02,XDR,5.5687
2003-04-03,AUD,2.4322
2003-04-03,CYP,7.4636
2003-04-03,CZK,0.1367
2003-04-03,DKK,0.5876
2003-04-03,EEK,0.2789
2003-04-03,HKD,0.5208
2003-04-03,JPY,0.034065
2003-04-03,CAD,2.7584
2003-04-03,LTL,1.2637
2003-04-03,LVL,6.9862
2003-04-03,MTL,10.2991
2003-04-03,NOK,0.5574
2003-04-03,ZAR,0.5117
2003-04-03,RUB,0.1298
2003-04-03,SKK,0.1059
2003-04-03,SIT,0.018787
2003-04-03,CHF,2.9409
2003-04-03,SEK,0.4736
2003-04-03,EUR,4.3632
2003-04-03,UAH,0.7612
2003-04-03,USD,4.0598
2003-04-03,HUF,0.017716
2003-04-03,GBP,6.3502
2003-04-03,XDR,5.5209
2003-04-04,AUD,2.4401
2003-04-04,CYP,7.4561
2003-04-04,CZK,0.137
2003-04-04,DKK,0.5877
2003-04-04,EEK,0.279
2003-04-04,HKD,0.5217
2003-04-04,JPY,0.033905
2003-04-04,CAD,2.7508
2003-04-04,LTL,1.2642
2003-04-04,LVL,6.991
2003-04-04,MTL,10.3114
2003-04-04,NOK,0.561
2003-04-04,ZAR,0.515
2003-04-04,RUB,0.1301
2003-04-04,SKK,0.106
2003-04-04,SIT,0.018801
2003-04-04,CHF,2.9394
2003-04-04,SEK,0.4753
2003-04-04,EUR,4.3648
2003-04-04,UAH,0.7627
2003-04-04,USD,4.069
2003-04-04,HUF,0.017753
2003-04-04,GBP,6.371
2003-04-04,XDR,5.557
2003-04-07,AUD,2.4265
2003-04-07,CYP,7.3893
2003-04-07,CZK,0.1367
2003-04-07,DKK,0.5821
2003-04-07,EEK,0.2763
2003-04-07,HKD,0.5244
2003-04-07,JPY,0.033867
2003-04-07,CAD,2.7413
2003-04-07,LTL,1.2522
2003-04-07,LVL,6.9846
2003-04-07,MTL,10.2334
2003-04-07,NOK,0.5558
2003-04-07,ZAR,0.5059
2003-04-07,RUB,0.1307
2003-04-07,SKK,0.1052
2003-04-07,SIT,0.018613
2003-04-07,CHF,2.908
2003-04-07,SEK,0.4709
2003-04-07,EUR,4.3231
2003-04-07,UAH,0.7666
2003-04-07,USD,4.091
2003-04-07,HUF,0.017663
2003-04-07,GBP,6.3351
2003-04-07,XDR,5.4934
2003-04-08,AUD,2.4302
2003-04-08,CYP,7.416
2003-04-08,CZK,0.1373
2003-04-08,DKK,0.5847
2003-04-08,EEK,0.2775
2003-04-08,HKD,0.52
2003-04-08,JPY,0.033932
2003-04-08,CAD,2.7422
2003-04-08,LTL,1.2577
2003-04-08,LVL,6.9635
2003-04-08,MTL,10.2497
2003-04-08,NOK,0.5597
2003-04-08,ZAR,0.5058
2003-04-08,RUB,0.1296
2003-04-08,SKK,0.1055
2003-04-08,SIT,0.018702
2003-04-08,CHF,2.9231
2003-04-08,SEK,0.4732
2003-04-08,EUR,4.3428
2003-04-08,UAH,0.7607
2003-04-08,USD,4.0554
2003-04-08,HUF,0.017747
2003-04-08,GBP,6.3003
2003-04-08,XDR,5.5581
2003-04-09,AUD,2.4132
2003-04-09,CYP,7.339
2003-04-09,CZK,0.1371
2003-04-09,DKK,0.5788
2003-04-09,EEK,0.2746
2003-04-09,HKD,0.5123
2003-04-09,JPY,0.033343
2003-04-09,CAD,2.7218
2003-04-09,LTL,1.2445
2003-04-09,LVL,6.8682
2003-04-09,MTL,10.1287
2003-04-09,NOK,0.5511
2003-04-09,ZAR,0.4986
2003-04-09,RUB,0.1277
2003-04-09,SKK,0.1048
2003-04-09,SIT,0.018498
2003-04-09,CHF,2.8919
2003-04-09,SEK,0.4694
2003-04-09,EUR,4.2981
2003-04-09,UAH,0.7491
2003-04-09,USD,3.9948
2003-04-09,HUF,0.017603
2003-04-09,GBP,6.2035
2003-04-09,XDR,5.4815
2003-04-10,AUD,2.3935
2003-04-10,CYP,7.2695
2003-04-10,CZK,0.1355
2003-04-10,DKK,0.5734
2003-04-10,EEK,0.2721
2003-04-10,HKD,0.507
2003-04-10,JPY,0.032954
2003-04-10,CAD,2.6977
2003-04-10,LTL,1.2328
2003-04-10,LVL,6.7961
2003-04-10,MTL,10.0427
2003-04-10,NOK,0.5435
2003-04-10,ZAR,0.5066
2003-04-10,RUB,0.1264
2003-04-10,SKK,0.1038
2003-04-10,SIT,0.018322
2003-04-10,CHF,2.8555
2003-04-10,SEK,0.4662
2003-04-10,EUR,4.2581
2003-04-10,UAH,0.7414
2003-04-10,USD,3.9542
2003-04-10,HUF,0.01745
2003-04-10,GBP,6.1806
2003-04-10,XDR,5.4023
2003-04-11,AUD,2.4063
2003-04-11,CYP,7.2797
2003-04-11,CZK,0.1358
2003-04-11,DKK,0.575
2003-04-11,EEK,0.273
2003-04-11,HKD,0.5091
2003-04-11,JPY,0.033081
2003-04-11,CAD,2.7295
2003-04-11,LTL,1.2366
2003-04-11,LVL,6.8297
2003-04-11,MTL,10.0834
2003-04-11,NOK,0.5402
2003-04-11,ZAR,0.5093
2003-04-11,RUB,0.1269
2003-04-11,SKK,0.1039
2003-04-11,SIT,0.018378
2003-04-11,CHF,2.85
2003-04-11,SEK,0.4678
2003-04-11,EUR,4.2703
2003-04-11,UAH,0.7445
2003-04-11,USD,3.9711
2003-04-11,HUF,0.017408
2003-04-11,GBP,6.2345
2003-04-11,XDR,5.3972
2003-04-14,AUD,2.3789
2003-04-14,CYP,7.2315
2003-04-14,CZK,0.1341
2003-04-14,DKK,0.5709
2003-04-14,EEK,0.271
2003-04-14,HKD,0.5057
2003-04-14,JPY,0.032668
2003-04-14,CAD,2.7106
2003-04-14,LTL,1.2282
2003-04-14,LVL,6.7799
2003-04-14,MTL,10.0196
2003-04-14,NOK,0.538
2003-04-14,ZAR,0.504
2003-04-14,RUB,0.1264
2003-04-14,SKK,0.1032
2003-04-14,SIT,0.018247
2003-04-14,CHF,2.8342
2003-04-14,SEK,0.4652
2003-04-14,EUR,4.2398
2003-04-14,UAH,0.7397
2003-04-14,USD,3.9443
2003-04-14,HUF,0.017289
2003-04-14,GBP,6.2049
2003-04-14,XDR,5.3861
2003-04-15,AUD,2.385
2003-04-15,CYP,7.2408
2003-04-15,CZK,0.1346
2003-04-15,DKK,0.5717
2003-04-15,EEK,0.2713
2003-04-15,HKD,0.5063
2003-04-15,JPY,0.032733
2003-04-15,CAD,2.7115
2003-04-15,LTL,1.2293
2003-04-15,LVL,6.7865
2003-04-15,MTL,10.0314
2003-04-15,NOK,0.5413
2003-04-15,ZAR,0.5045
2003-04-15,RUB,0.1266
2003-04-15,SKK,0.1036
2003-04-15,SIT,0.01827
2003-04-15,CHF,2.8325
2003-04-15,SEK,0.4652
2003-04-15,EUR,4.2453
2003-04-15,UAH,0.7405
2003-04-15,USD,3.9469
2003-04-15,HUF,0.017295
2003-04-15,GBP,6.1993
2003-04-15,XDR,5.3908
2003-04-16,AUD,2.4127
2003-04-16,CYP,7.3233
2003-04-16,CZK,0.1364
2003-04-16,DKK,0.5782
2003-04-16,EEK,0.2744
2003-04-16,HKD,0.5078
2003-04-16,JPY,0.032933
2003-04-16,CAD,2.7352
2003-04-16,LTL,1.2434
2003-04-16,LVL,6.8337
2003-04-16,MTL,10.1209
2003-04-16,NOK,0.5468
2003-04-16,ZAR,0.5169
2003-04-16,RUB,0.127
2003-04-16,SKK,0.1048
2003-04-16,SIT,0.018472
2003-04-16,CHF,2.8579
2003-04-16,SEK,0.4691
2003-04-16,EUR,4.2933
2003-04-16,UAH,0.7423
2003-04-16,USD,3.9573
2003-04-16,HUF,0.017486
2003-04-16,GBP,6.2353
2003-04-16,XDR,5.4326
2003-04-17,AUD,2.4062
2003-04-17,CYP,7.29
2003-04-17,CZK,0.1355
2003-04-17,DKK,0.576
2003-04-17,EEK,0.2733
2003-04-17,HKD,0.5023
2003-04-17,JPY,0.03284
2003-04-17,CAD,2.6971
2003-04-17,LTL,1.2385
2003-04-17,LVL,6.7895
2003-04-17,MTL,10.0711
2003-04-17,NOK,0.5453
2003-04-17,ZAR,0.5152
2003-04-17,RUB,0.1256
2003-04-17,SKK,0.1045
2003-04-17,SIT,0.018404
2003-04-17,CHF,2.8528
2003-04-17,SEK,0.4664
2003-04-17,EUR,4.2767
2003-04-17,UAH,0.7346
2003-04-17,USD,3.918
2003-04-17,HUF,0.017408
2003-04-17,GBP,6.1918
2003-04-17,XDR,5.4116
2003-04-18,AUD,2.4062
2003-04-18,CYP,7.2662
2003-04-18,CZK,0.1345
2003-04-18,DKK,0.5741
2003-04-18,EEK,0.2725
2003-04-18,HKD,0.5021
2003-04-18,JPY,0.032718
2003-04-18,CAD,2.7031
2003-04-18,LTL,1.2345
2003-04-18,LVL,6.7615
2003-04-18,MTL,10.0391
2003-04-18,NOK,0.5433
2003-04-18,ZAR,0.514
2003-04-18,RUB,0.1255
2003-04-18,SKK,0.1041
2003-04-18,SIT,0.018342
2003-04-18,CHF,2.8372
2003-04-18,SEK,0.4659
2003-04-18,EUR,4.2631
2003-04-18,UAH,0.7343
2003-04-18,USD,3.9139
2003-04-18,HUF,0.017366
2003-04-18,GBP,6.1677
2003-04-18,XDR,5.3607
2003-04-22,AUD,2.4171
2003-04-22,CYP,7.2722
2003-04-22,CZK,0.1349
2003-04-22,DKK,0.5755
2003-04-22,EEK,0.273
2003-04-22,HKD,0.5006
2003-04-22,JPY,0.032448
2003-04-22,CAD,2.6833
2003-04-22,LTL,1.2376
2003-04-22,LVL,6.7453
2003-04-22,MTL,10.0411
2003-04-22,NOK,0.5446
2003-04-22,ZAR,0.5122
2003-04-22,RUB,0.1255
2003-04-22,SKK,0.1042
2003-04-22,SIT,0.018385
2003-04-22,CHF,2.8385
2003-04-22,SEK,0.4666
2003-04-22,EUR,4.2735
2003-04-22,UAH,0.7317
2003-04-22,USD,3.908
2003-04-22,HUF,0.017356
2003-04-22,GBP,6.1392
2003-04-22,XDR,5.3738
2003-04-23,AUD,2.4146
2003-04-23,CYP,7.2453
2003-04-23,CZK,0.1345
2003-04-23,DKK,0.5742
2003-04-23,EEK,0.2726
2003-04-23,HKD,0.4988
2003-04-23,JPY,0.032399
2003-04-23,CAD,2.6907
2003-04-23,LTL,1.2346
2003-04-23,LVL,6.7333
2003-04-23,MTL,10.0188
2003-04-23,NOK,0.5425
2003-04-23,ZAR,0.5124
2003-04-23,RUB,0.1251
2003-04-23,SKK,0.1039
2003-04-23,SIT,0.018338
2003-04-23,CHF,2.8284
2003-04-23,SEK,0.4675
2003-04-23,EUR,4.2635
2003-04-23,UAH,0.7294
2003-04-23,USD,3.889
2003-04-23,HUF,0.017341
2003-04-23,GBP,6.1218
2003-04-23,XDR,5.3431
2003-04-24,AUD,2.4059
2003-04-24,CYP,7.2948
2003-04-24,CZK,0.1354
2003-04-24,DKK,0.5782
2003-04-24,EEK,0.2744
2003-04-24,HKD,0.4998
2003-04-24,JPY,0.032478
2003-04-24,CAD,2.6654
2003-04-24,LTL,1.2432
2003-04-24,LVL,6.7686
2003-04-24,MTL,10.0988
2003-04-24,NOK,0.5477
2003-04-24,ZAR,0.5262
2003-04-24,RUB,0.1254
2003-04-24,SKK,0.1047
2003-04-24,SIT,0.018468
2003-04-24,CHF,2.8514
2003-04-24,SEK,0.4707
2003-04-24,EUR,4.293
2003-04-24,UAH,0.7309
2003-04-24,USD,3.8963
2003-04-24,HUF,0.017457
2003-04-24,GBP,6.2033
2003-04-24,XDR,5.3853
2003-04-25,AUD,2.3976
2003-04-25,CYP,7.278
2003-04-25,CZK,0.1354
2003-04-25,DKK,0.5761
2003-04-25,EEK,0.2731
2003-04-25,HKD,0.4987
2003-04-25,JPY,0.032265
2003-04-25,CAD,2.6658
2003-04-25,LTL,1.2387
2003-04-25,LVL,6.7438
2003-04-25,MTL,10.0597
2003-04-25,NOK,0.547
2003-04-25,ZAR,0.5323
2003-04-25,RUB,0.1251
2003-04-25,SKK,0.1045
2003-04-25,SIT,0.018387
2003-04-25,CHF,2.8467
2003-04-25,SEK,0.4694
2003-04-25,EUR,4.2769
2003-04-25,UAH,0.7297
2003-04-25,USD,3.8898
2003-04-25,HUF,0.017403
2003-04-25,GBP,6.1751
2003-04-25,XDR,5.3523
2003-04-28,AUD,2.4007
2003-04-28,CYP,7.2623
2003-04-28,CZK,0.1356
2003-04-28,DKK,0.5756
2003-04-28,EEK,0.2732
2003-04-28,HKD,0.4974
2003-04-28,JPY,0.032237
2003-04-28,CAD,2.6845
2003-04-28,LTL,1.2376
2003-04-28,LVL,6.7389
2003-04-28,MTL,10.0541
2003-04-28,NOK,0.5479
2003-04-28,ZAR,0.543
2003-04-28,RUB,0.1247
2003-04-28,SKK,0.1044
2003-04-28,SIT,0.018378
2003-04-28,CHF,2.8432
2003-04-28,SEK,0.4679
2003-04-28,EUR,4.2735
2003-04-28,UAH,0.7275
2003-04-28,USD,3.8783
2003-04-28,HUF,0.017394
2003-04-28,GBP,6.1854
2003-04-28,XDR,5.3532
2003-04-29,AUD,2.4129
2003-04-29,CYP,7.2776
2003-04-29,CZK,0.1359
2003-04-29,DKK,0.5764
2003-04-29,EEK,0.2734
2003-04-29,HKD,0.4993
2003-04-29,JPY,0.032445
2003-04-29,CAD,2.686
2003-04-29,LTL,1.2391
2003-04-29,LVL,6.7618
2003-04-29,MTL,10.0723
2003-04-29,NOK,0.5519
2003-04-29,ZAR,0.5353
2003-04-29,RUB,0.1252
2003-04-29,SKK,0.1045
2003-04-29,SIT,0.018376
2003-04-29,CHF,2.8409
2003-04-29,SEK,0.4677
2003-04-29,EUR,4.2792
2003-04-29,UAH,0.7304
2003-04-29,USD,3.8945
2003-04-29,HUF,0.017425
2003-04-29,GBP,6.2026
2003-04-29,XDR,5.353
2003-04-30,AUD,2.3979
2003-04-30,CYP,7.2762
2003-04-30,CZK,0.1358
2003-04-30,DKK,0.5759
2003-04-30,EEK,0.2733
2003-04-30,HKD,0.4925
2003-04-30,JPY,0.032144
2003-04-30,CAD,2.6693
2003-04-30,LTL,1.2384
2003-04-30,LVL,6.7093
2003-04-30,MTL,10.0317
2003-04-30,NOK,0.5453
2003-04-30,ZAR,0.5383
2003-04-30,RUB,0.1235
2003-04-30,SKK,0.1045
2003-04-30,SIT,0.018374
2003-04-30,CHF,2.8262
2003-04-30,SEK,0.4692
2003-04-30,EUR,4.2755
2003-04-30,UAH,0.7201
2003-04-30,USD,3.8406
2003-04-30,HUF,0.017384
2003-04-30,GBP,6.1289
2003-04-30,XDR,5.3684
2003-05-02,AUD,2.3955
2003-05-02,CYP,7.2419
2003-05-02,CZK,0.1359
2003-05-02,DKK,0.5741
2003-05-02,EEK,0.2724
2003-05-02,HKD,0.487
2003-05-02,JPY,0.031955
2003-05-02,CAD,2.675
2003-05-02,LTL,1.2344
2003-05-02,LVL,6.6614
2003-05-02,MTL,9.992
2003-05-02,NOK,0.5429
2003-05-02,ZAR,0.5148
2003-05-02,RUB,0.1221
2003-05-02,SKK,0.1042
2003-05-02,SIT,0.018312
2003-05-02,CHF,2.8213
2003-05-02,SEK,0.4675
2003-05-02,EUR,4.2626
2003-05-02,UAH,0.7126
2003-05-02,USD,3.8015
2003-05-02,HUF,0.017374
2003-05-02,GBP,6.1073
2003-05-02,XDR,5.2997
2003-05-05,AUD,2.3886
2003-05-05,CYP,7.2269
2003-05-05,CZK,0.1359
2003-05-05,DKK,0.5719
2003-05-05,EEK,0.2714
2003-05-05,HKD,0.4856
2003-05-05,JPY,0.031829
2003-05-05,CAD,2.6702
2003-05-05,LTL,1.2299
2003-05-05,LVL,6.6377
2003-05-05,MTL,9.952
2003-05-05,NOK,0.5388
2003-05-05,ZAR,0.5086
2003-05-05,RUB,0.1217
2003-05-05,SKK,0.1041
2003-05-05,SIT,0.018242
2003-05-05,CHF,2.8068
2003-05-05,SEK,0.4673
2003-05-05,EUR,4.2465
2003-05-05,UAH,0.7102
2003-05-05,USD,3.7871
2003-05-05,HUF,0.017321
2003-05-05,GBP,6.0742
2003-05-05,XDR,5.2588
2003-05-06,AUD,2.3988
2003-05-06,CYP,7.252
2003-05-06,CZK,0.1363
2003-05-06,DKK,0.5738
2003-05-06,EEK,0.2724
2003-05-06,HKD,0.482
2003-05-06,JPY,0.03179
2003-05-06,CAD,2.6763
2003-05-06,LTL,1.2339
2003-05-06,LVL,6.6221
2003-05-06,MTL,9.9633
2003-05-06,NOK,0.5395
2003-05-06,ZAR,0.5155
2003-05-06,RUB,0.1208
2003-05-06,SKK,0.1036
2003-05-06,SIT,0.018301
2003-05-06,CHF,2.811
2003-05-06,SEK,0.4686
2003-05-06,EUR,4.2613
2003-05-06,UAH,0.7054
2003-05-06,USD,3.7608
2003-05-06,HUF,0.01738
2003-05-06,GBP,6.0534
2003-05-06,XDR,5.2887
2003-05-07,AUD,2.4247
2003-05-07,CYP,7.3319
2003-05-07,CZK,0.1376
2003-05-07,DKK,0.5808
2003-05-07,EEK,0.2756
2003-05-07,HKD,0.4857
2003-05-07,JPY,0.032248
2003-05-07,CAD,2.7186
2003-05-07,LTL,1.2488
2003-05-07,LVL,6.6858
2003-05-07,MTL,10.07
2003-05-07,NOK,0.5488
2003-05-07,ZAR,0.5146
2003-05-07,RUB,0.1218
2003-05-07,SKK,0.1045
2003-05-07,SIT,0.01852
2003-05-07,CHF,2.8454
2003-05-07,SEK,0.4745
2003-05-07,EUR,4.313
2003-05-07,UAH,0.7104
2003-05-07,USD,3.7878
2003-05-07,HUF,0.017614
2003-05-07,GBP,6.0948
2003-05-07,XDR,5.3071
2003-05-08,AUD,2.4075
2003-05-08,CYP,7.3099
2003-05-08,CZK,0.137
2003-05-08,DKK,0.5785
2003-05-08,EEK,0.2745
2003-05-08,HKD,0.4852
2003-05-08,JPY,0.032561
2003-05-08,CAD,2.6902
2003-05-08,LTL,1.2438
