Data,Cena (PLN)
2011-08-23,174.7
2011-08-24,173.2
2011-08-25,164.03
2011-08-26,159.95
2011-08-29,165.78
2011-08-30,164.75
2011-08-31,168.73
2011-09-01,167.32
2011-09-02,169.77
2011-09-05,176.51
2011-09-06,181.25
2011-09-07,180.95
2011-09-08,174.23
2011-09-09,178.82
2011-09-12,185.36
2011-09-13,187.41
2011-09-14,187.47
2011-09-15,185.57
2011-09-16,182.51
2011-09-19,181.73
2011-09-20,183.81
2011-09-21,185.48
2011-09-22,185.19
2011-09-23,182.23
2011-09-26,180.12
2011-09-27,168.35
2011-09-28,173.69
2011-09-29,171.47
2011-09-30,168.29
2011-10-03,169.68
2011-10-04,177.07
2011-10-05,175.55
2011-10-06,171.39
2011-10-07,172.07
2011-10-10,173.1
2011-10-11,170.16
2011-10-12,170.76
2011-10-13,169.55
2011-10-14,167.22
2011-10-17,167.82
2011-10-18,166.34
2011-10-19,166.7
2011-10-20,166.55
2011-10-21,165.54
2011-10-24,168.83
2011-10-25,168.39
2011-10-26,167.41
2011-10-27,173.68
2011-10-28,171.7
2011-10-31,170.52
2011-11-02,169.45
2011-11-03,179.85
2011-11-04,179.73
2011-11-07,176.48
2011-11-08,182.83
2011-11-09,182.83
2011-11-10,183.12
2011-11-14,183.61
2011-11-15,183.47
2011-11-16,186.67
2011-11-17,184.18
2011-11-18,184.67
2011-11-21,180.83
2011-11-22,180.49
2011-11-23,179.59
2011-11-24,179.4
2011-11-25,182.23
2011-11-28,184.59
2011-11-29,185.75
2011-11-30,187.26
2011-12-01,192.27
2011-12-02,188.14
2011-12-05,186.68
2011-12-06,186.58
2011-12-07,183.56
2011-12-08,185.87
2011-12-09,183.94
2011-12-12,186.14
2011-12-13,182.01
2011-12-14,185.97
2011-12-15,180.27
2011-12-16,177.47
2011-12-19,177.25
2011-12-20,177.11
2011-12-21,177.16
2011-12-22,174.71
2011-12-23,175.26
2011-12-27,175.61
2011-12-28,174.62
2011-12-29,169.75
2011-12-30,167.97
2012-01-02,172.99
2012-01-03,174.41
2012-01-04,176.12
2012-01-05,177.98
2012-01-09,182.32
2012-01-10,182.5
2012-01-11,184.64
2012-01-12,183.5
2012-01-13,186.61
2012-01-16,180.47
2012-01-17,183.59
2012-01-18,182.16
2012-01-19,180.03
2012-01-20,179.2
2012-01-23,178.25
2012-01-24,179.67
2012-01-25,176.55
2012-01-26,175.01
2012-01-27,178.99
2012-01-30,178.47
2012-01-31,180.3
2012-02-01,179.6
2012-02-02,178.52
2012-02-03,179.91
2012-02-06,177.55
2012-02-07,177.33
2012-02-08,176.3
2012-02-09,176.62
2012-02-10,176.96
2012-02-13,174.46
2012-02-14,174.99
2012-02-15,176.05
2012-02-16,176.41
2012-02-17,179.02
2012-02-20,176.12
2012-02-21,176.06
2012-02-22,176.96
2012-02-23,178.2
2012-02-24,179.27
2012-02-27,177.75
2012-02-28,177.61
2012-02-29,177.37
2012-03-01,174.88
2012-03-02,170.22
2012-03-05,170.25
2012-03-06,171.89
2012-03-07,169.33
2012-03-08,170.59
2012-03-09,169.65
2012-03-12,168.89
2012-03-13,170.75
2012-03-14,170.02
2012-03-15,167.56
2012-03-16,168.1
2012-03-19,168.93
2012-03-20,167.53
2012-03-21,166.67
2012-03-22,165.31
2012-03-23,166.57
2012-03-26,168.08
2012-03-27,169.34
2012-03-28,168.31
2012-03-29,167.6
2012-03-30,166.45
2012-04-02,166.72
2012-04-03,167.27
2012-04-04,167.01
2012-04-05,164.19
2012-04-06,166.12
2012-04-10,166.83
2012-04-11,168.64
2012-04-12,170.77
2012-04-13,170.67
2012-04-16,170.2
2012-04-17,171.62
2012-04-18,167.58
2012-04-19,168.63
2012-04-20,169.12
2012-04-23,167.99
2012-04-24,167.44
2012-04-25,169.41
2012-04-26,166.8
2012-04-27,167.98
2012-04-30,169.35
2012-05-02,168.57
2012-05-04,166.37
2012-05-07,168.54
2012-05-08,170.59
2012-05-09,166.09
2012-05-10,164.91
2012-05-11,168.23
2012-05-14,166.77
2012-05-15,167.48
2012-05-16,168.03
2012-05-17,171.04
2012-05-18,170.83
2012-05-21,175.94
2012-05-22,173.71
2012-05-23,172.03
2012-05-24,171.61
2012-05-25,175.39
2012-05-28,174.54
2012-05-29,174.85
2012-05-30,176.08
2012-05-31,173.97
2012-06-01,177.18
2012-06-04,184.72
2012-06-05,182.93
2012-06-06,182.56
2012-06-08,179.17
2012-06-11,175.22
2012-06-12,173.53
2012-06-13,178.12
2012-06-14,180.12
2012-06-15,178.57
2012-06-18,177.74
2012-06-19,175.25
2012-06-20,177.25
2012-06-21,172.28
2012-06-22,170.98
2012-06-25,171.25
2012-06-26,172.16
2012-06-27,172.72
2012-06-28,172.08
2012-06-29,172.42
2012-07-02,174.14
2012-07-03,171.23
2012-07-04,173.82
2012-07-05,173.36
2012-07-06,174.01
2012-07-09,173.76
2012-07-10,176.01
2012-07-11,175.13
2012-07-12,172.42
2012-07-13,172.05
2012-07-16,176.8
2012-07-17,175.58
2012-07-18,173.16
2012-07-19,171.96
2012-07-20,172.65
2012-07-23,172.11
2012-07-24,174.54
2012-07-25,176.51
2012-07-26,178.7
2012-07-27,179.59
2012-07-30,176.09
2012-07-31,175.69
2012-08-01,174.74
2012-08-02,171.81
2012-08-03,171.83
2012-08-06,172.81
2012-08-07,169.52
2012-08-08,168.9
2012-08-09,171.38
2012-08-10,170.89
2012-08-13,172.75
2012-08-14,173.21
2012-08-16,170.25
2012-08-17,171.55
2012-08-20,170.74
2012-08-21,171.05
2012-08-22,172.84
2012-08-23,172.3
2012-08-24,173.94
2012-08-27,175.16
2012-08-28,174.58
2012-08-29,175.29
2012-08-30,176.55
2012-08-31,178.31
2012-09-03,176.77
2012-09-04,181.62
2012-09-05,181.58
2012-09-06,183.09
2012-09-07,180.23
2012-09-10,181
2012-09-11,179.26
2012-09-12,179.24
2012-09-13,176.93
2012-09-14,177.51
2012-09-17,177.7
2012-09-18,177.6
2012-09-19,179.25
2012-09-20,179.66
2012-09-21,181.45
2012-09-24,181.93
2012-09-25,182.36
2012-09-26,183.05
2012-09-27,180.57
2012-09-28,182.71
2012-10-01,181.46
2012-10-02,182.74
2012-10-03,181.7
2012-10-04,182.06
2012-10-05,182.31
2012-10-08,179.84
2012-10-09,179.21
2012-10-10,179.68
2012-10-11,179.49
2012-10-12,180.99
2012-10-15,179.36
2012-10-16,176.16
2012-10-17,176.52
2012-10-18,175.78
2012-10-19,175.48
2012-10-22,175.92
2012-10-23,174.72
2012-10-24,174.17
2012-10-25,175.56
2012-10-26,175.69
2012-10-29,177.2
2012-10-30,176.41
2012-10-31,176.13
2012-11-02,175.51
2012-11-05,173.15
2012-11-06,174.36
2012-11-07,175.2
2012-11-08,176.65
2012-11-09,180.26
2012-11-12,182.13
2012-11-13,183.01
2012-11-14,182.84
2012-11-15,181.73
2012-11-16,179.66
2012-11-19,180.05
2012-11-20,180.85
2012-11-21,180.06
2012-11-22,178.97
2012-11-23,178.2
2012-11-26,178.16
2012-11-27,178.66
2012-11-28,177.59
2012-11-29,174.61
2012-11-30,175.01
2012-12-03,175.27
2012-12-04,174.18
2012-12-05,172.34
2012-12-06,171.64
2012-12-07,171.79
2012-12-10,174.69
2012-12-11,176.07
2012-12-12,173.98
2012-12-13,173.59
2012-12-14,170.51
2012-12-17,170.55
2012-12-18,169.2
2012-12-19,169.07
2012-12-20,164.28
2012-12-21,163.29
2012-12-24,163.5
2012-12-27,164.63
2012-12-28,164.03
2012-12-31,164.63
2013-01-02,165.83
