ATS,AUD,BEF,BGN,BRL,CAD,CHF,CLP,CNY,CYP,CZK,DKK,EEK,ESP,EUR,FIM,FRF,GBP,GRD,HKD,HRK,HUF,IDR,IEP,ILS,INR,ISK,ITL,JPY,KRW,LTL,LUF,LVL,MTL,MXN,MYR,NLG,NOK,NZD,PHP,PTE,RON,RUB,SEK,SGD,SIT,SKK,THB,TRY,UAH,USD,XAU,XDR,ZAR
10,1,10,1,1,1,1,1000,10,1,10,10,10,100,1,1,10,1,100,10,10,100,10000,1,1,100,100,1000,100,1000,1,10,1,1,10,1,1,10,1,100,100,1,10,10,1,100,10,10,1,10,1,1,1,10
